---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Usuário    |TMv|Cen.|Dep.|Material  |Texto breve material                    |Tp.aval. |Lote      |Elemento PEP      |Doc.mat.  |Data lçto.| Quantidade|Pedido    |Referência      |Texto cab.documento      | Nºreser.|DiagRede  |  Montante MI|
| DELM       |Y21|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904245550|09.01.2026|         1-|          |002936065-1     |GEM BAVIT ATLA-027/25    |         |          |        0,00 |
| FB4Q       |311|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904236419|09.01.2026|         1 |          |2924579-921     |BAVIT SKNI 07/2025       |         |          |        0,00 |
| FB4Q       |311|2096|F1VB|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904236419|09.01.2026|         1-|          |2924579-921     |BAVIT SKNI 07/2025       |         |          |        0,00 |
| FB4Q       |862|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904236930|09.01.2026|         1-|4514941620|002935968-1     |                         |         |          |        0,64-|
| DELM       |Y21|2096|F1VB|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904245550|09.01.2026|         1 |          |002936065-1     |GEM BAVIT ATLA-027/25    |         |          |        0,00 |
| DELM       |202|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904245349|09.01.2026|         1 |          |                |GEM BAVIT ATLA-027/25    |         |          |        0,64 |
| DELM       |202|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904245556|09.01.2026|         1 |          |                |GEM BAVIT SAJA-02-156/25 |         |          |        0,64 |
| DELM       |Y21|2096|F1VB|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904245345|09.01.2026|         3 |          |002936058-1     |GEM BAÇU WAVE 160/202    |         |          |        0,00 |
| DELM       |Y21|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904245557|09.01.2026|         1-|          |002936074-1     |GEM BAVIT SAJA-02-156/25 |         |          |        0,00 |
| DELM       |Y21|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904245345|09.01.2026|         3-|          |002936058-1     |GEM BAÇU WAVE 160/202    |         |          |        0,00 |
| DELM       |202|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904245343|09.01.2026|         3 |          |G SKAU-04-108/25|MAPA BAÇU SKAU 07/2025   |         |          |        1,93 |
| DELM       |Y21|2096|F1VB|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904245557|09.01.2026|         1 |          |002936074-1     |GEM BAVIT SAJA-02-156/25 |         |          |        0,00 |
| F30B       |Y22|2096|F1UB|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904220725|08.01.2026|         1-|          |                |GEM 174/2025             |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904220294|08.01.2026|         1 |          |                |GEM 174/2025             |         |          |        0,00 |
| F30B       |Y21|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904220294|08.01.2026|         1-|          |                |GEM 174/2025             |         |          |        0,00 |
| F30B       |Y21|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904221064|08.01.2026|         1-|          |002935618-1     |GEM 174/2025             |         |          |        0,00 |
| R7YE       |311|2096|F1UB|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904218756|08.01.2026|         1-|          |002933972-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904221064|08.01.2026|         1 |          |002935618-1     |GEM 174/2025             |         |          |        0,00 |
| F30B       |202|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904220196|08.01.2026|         1 |          |XPE0106949      |GEM 174/2025             |         |          |        0,64 |
| R7YE       |311|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904218756|08.01.2026|         1 |          |002933972-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |Y22|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904220725|08.01.2026|         1 |          |                |GEM 174/2025             |         |          |        0,00 |
| R7YE       |201|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904218757|06.01.2026|         1-|          |XPE0106949      |GEM BAÇU SKOL 174/2025   |         |          |        0,64-|
| XB5K       |311|2096|F1VB|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904177532|06.01.2026|         1-|          |2924579-835     |BAVIT SKRE 03/2025       |         |          |        0,00 |
| XB5K       |311|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904177532|06.01.2026|         1 |          |2924579-835     |BAVIT SKRE 03/2025       |         |          |        0,00 |
| XB5K       |862|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904177537|06.01.2026|         1-|4514934861|002934690-1     |                         |         |          |        0,64-|
| F30B       |Y21|2096|F1UB|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904127755|02.01.2026|         1 |          |002933972-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |Y21|2096|0777|10.147.786|Manilha curva NBR 13545 gr 8S CMT 40 t  |USADO    |USADO     |                  |4904127755|02.01.2026|         1-|          |002933972-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| DELM       |Y21|2096|F1VB|10.147.801|Manilha curva NBR 13545 gr 8S CMT 300 t |USADO    |USADO     |                  |4904245555|09.01.2026|         1 |          |002936067-1     |GEM BAVIT SAJA-02-132/23 |         |          |        0,00 |
| DELM       |Y21|2096|0777|10.147.801|Manilha curva NBR 13545 gr 8S CMT 300 t |USADO    |USADO     |                  |4904245555|09.01.2026|         1-|          |002936067-1     |GEM BAVIT SAJA-02-132/23 |         |          |        0,00 |
| DELM       |202|2096|0777|10.147.801|Manilha curva NBR 13545 gr 8S CMT 300 t |USADO    |USADO     |                  |4904245554|09.01.2026|         1 |          |                |GEM BAVIT SAJA-02-132/23 |         |          |        0,01 |
| C60Q       |Y21|2096|F1VB|10.147.845|Bujão reces.sext. 3/8" tubo x NPTFx37°  |USADO    |USADO     |                  |4904236247|09.01.2026|        22 |          |002935959-1     |RENOVAÇÃO                |         |          |        0,00 |
| C60Q       |Y21|2096|F1VB|10.147.845|Bujão reces.sext. 3/8" tubo x NPTFx37°  |USADO    |USADO     |                  |4904236247|09.01.2026|        22-|          |002935959-1     |RENOVAÇÃO                |         |          |        0,00 |
| R7YE       |201|2929|0777|10.147.845|Bujão reces.sext. 3/8" tubo x NPTFx37°  |USADO    |USADO     |                  |4904178044|06.01.2026|         8-|          |000003228-1     |XPE0103432               |         |          |        8,00-|
| R7YE       |311|2929|0777|10.147.845|Bujão reces.sext. 3/8" tubo x NPTFx37°  |USADO    |USADO     |                  |4904178042|06.01.2026|         8 |          |000003228-1     |XPE0103432               |         |          |        0,00 |
| R7YE       |311|2929|M0UB|10.147.845|Bujão reces.sext. 3/8" tubo x NPTFx37°  |USADO    |USADO     |                  |4904178042|06.01.2026|         8-|          |000003228-1     |XPE0103432               |         |          |        0,00 |
| F30B       |312|2096|0777|10.149.302|Amarra c/m R4 DN elo 76mm x 20,0m       |USADO    |USADO     |                  |4904220725|08.01.2026|         1 |          |                |GEM 174/2025             |         |          |        0,00 |
| F30B       |312|2096|0777|10.149.302|Amarra c/m R4 DN elo 76mm x 20,0m       |USADO    |USADO     |                  |4904220725|08.01.2026|         1-|          |                |GEM 174/2025             |         |          |        0,00 |
| F30B       |Y21|2096|0777|10.149.302|Amarra c/m R4 DN elo 76mm x 20,0m       |USADO    |USADO     |                  |4904221064|08.01.2026|         1-|          |002935618-1     |GEM 174/2025             |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|10.149.302|Amarra c/m R4 DN elo 76mm x 20,0m       |USADO    |USADO     |                  |4904221064|08.01.2026|         1 |          |002935618-1     |GEM 174/2025             |         |          |        0,00 |
| F30B       |202|2096|0777|10.149.302|Amarra c/m R4 DN elo 76mm x 20,0m       |USADO    |USADO     |                  |4904220196|08.01.2026|         1 |          |XPE0106949      |GEM 174/2025             |         |          |        0,00 |
| R7YE       |311|2096|F1UB|10.149.302|Amarra c/m R4 DN elo 76mm x 20,0m       |USADO    |USADO     |                  |4904218756|08.01.2026|         1-|          |002933972-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| R7YE       |311|2096|0777|10.149.302|Amarra c/m R4 DN elo 76mm x 20,0m       |USADO    |USADO     |                  |4904218756|08.01.2026|         1 |          |002933972-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |311|2096|0777|10.149.302|Amarra c/m R4 DN elo 76mm x 20,0m       |USADO    |USADO     |                  |4904220294|08.01.2026|         1 |          |                |GEM 174/2025             |         |          |        0,00 |
| F30B       |311|2096|0777|10.149.302|Amarra c/m R4 DN elo 76mm x 20,0m       |USADO    |USADO     |                  |4904220294|08.01.2026|         1-|          |                |GEM 174/2025             |         |          |        0,00 |
| R7YE       |201|2096|0777|10.149.302|Amarra c/m R4 DN elo 76mm x 20,0m       |USADO    |USADO     |                  |4904218757|06.01.2026|         1-|          |XPE0106949      |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |Y21|2096|0777|10.149.302|Amarra c/m R4 DN elo 76mm x 20,0m       |USADO    |USADO     |                  |4904127755|02.01.2026|         1-|          |002933972-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|10.149.302|Amarra c/m R4 DN elo 76mm x 20,0m       |USADO    |USADO     |                  |4904127755|02.01.2026|         1 |          |002933972-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| FR59       |201|2929|M0UB|10.154.064|Cinta elevação carga em poliéster 10t 5,|CONS/NAC5|CONS/NAC5 |                  |4904226617|08.01.2026|         1-|          |2731084-PBXPB   |BAÇU SSUN 09/2025        |         |          |      325,50-|
| FR59       |201|2929|M0UB|10.154.064|Cinta elevação carga em poliéster 10t 5,|CONS/NAC5|CONS/NAC5 |                  |4904226615|08.01.2026|         1-|          |2731084-PBXPB   |BAÇU SSUN 09/2025        |         |          |      325,49-|
| FR59       |201|2929|M0UB|10.154.064|Cinta elevação carga em poliéster 10t 5,|CONS/NAC5|CONS/NAC5 |                  |4904226614|08.01.2026|         1-|          |2731084-PBXPB   |BAÇU SSUN 09/2025        |         |          |      325,50-|
